Site,ALB.17,AUS.18,AUS.18a,AUT.70,BGR.66,BRA.53,BRA.53a,BWA.19,CAN.22,CAN.22a,CAN.22b,CAN.22c,CHE.67,CHN.64,CIV.13,COL.2,CZE.23,DEU.27,DNK.71_RA,DNK.71_RD,DNK.71_RL,ECU.14,ECU.14a,ESP.75,ETH.24,FIN.25,GEO.59,GHA.4,HRV.68,HUN.61,IND.11,IRL.69,IRN.12,ISL.28,ISR.29,ITA.30,KAZ.6,KEN.72,KHM.21,LKA.40,LUX.32,LVA.31,MDA.65,MKD.62,MLT.63,MYS.54,NGA.50,NLD.43,NOR.34,NPL.33,NZL.56,PAK.7,PER.35,POL.36,SEN.8,SGP.52,SRB.37,SVK.9,SVN.38,SWE.41,SWE.41a,TGO.44,TUR.46,TZA.15,USA.74,USA.74a,USA.74b,USA.74c,USA.74d,USA.74e,USA.74f,USA.74g,USA.74h,USA.74i,VNM.48,XK.60,ZAF.39,ZMB.49,ZMB.49b
Country,ALB,AUS,AUS,AUT,BGR,BRA,BRA,BWA,CAN,CAN,CAN,CAN,CHE,CHN,CIV,COL,CZE,DEU,DNK,DNK,DNK,ECU,ECU,ESP,ETH,FIN,GEO,GHA,HRV,HUN,IND,IRL,IRN,ISL,ISR,ITA,KAZ,KEN,KHM,LKA,LUX,LVA,MDA,MKD,MLT,MYS,NGA,NLD,NOR,NPL,NZL,PAK,PER,POL,SEN,SGP,SRB,SVK,SVN,SWE,SWE,TGO,TUR,TZA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,VNM,XK.,ZAF,ZMB,ZMB
Country Full,Albania,Australia,Australia,Austria,Bulgaria,Brasil,Brasil,Botswana,Canada,Canada,Canada,Canada,Switzerland,China,COTE DIVOIRE,Colombia,Czech Republic,Germany,Denmark,Denmark,Denmark,Ecuador ,Ecuador ,Spain,Ethiopia,Finland,Georgia,Ghana,Croatia,Hungary,India,Ireland,Iran,Iceland,Israel,Italy,Kazakhstan,Kenya,Cambodia ,Sri Lanka,Luxembourg,Latvia,Republic of Moldova,Republic of Macedonia,Malta,Malaysia,Nigeria,The Netherlands,Norway,Nepal,New Zealand,Pakistan,Peru,Poland,Senegal,Singapore,Serbia,Slovak Republic,Slovenia,Sweden,Sweden,Togo,Turkey,Tanzania,USA,USA,USA,USA  ,USA,USA  ,USA  ,USA  ,USA  ,USA  ,Vietnam,Kosovo,South Africa,Zambia,Zambia
Continent,Europe,Oceania,Oceania,Europe,Europe,South America,South America,Africa,North America,North America,North America,North America,Europe,Asia,Africa,South America,Europe,Europe,Europe,Europe,Europe,South America,South America,Europe,Africa,Europe,Asia,Africa,Europe,Europe,Asia,Europe,Middle East,Europe,Middle East,Europe,Asia,Africa,Asia,Asia,Europe,Europe,Europe,Europe,Europe,Asia,Africa,Europe,Europe,Asia,Oceania,Asia,South America,Europe,Africa,Asia,Europe,Europe,Europe,Europe,Europe,Africa,Europe,Africa,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Asia,Europe,Africa,Africa,Africa
tet(D),0.030943593,0.351797988,0.290688504,0,0,0,0.674987137,2.096122385,0,0,0.050059723,0,0.135542143,0,0.359349412,0.210261986,0.058433539,0,0,0,0,0.040729917,0.177448791,0.073608398,0.827562471,0.139013177,0,0.885324796,0.142442764,0,0,0.037311312,0.164874238,0,1.466510217,0,0.066054072,2.312066362,0.2715702,0.127652326,0.053350572,0.424409506,0.057760947,0.037220608,0.338073426,0.100565972,1.30019521,0,0.052688712,0.076019736,0,0.239213347,0.087328474,0.109941491,0.521279429,0.238998811,0,0.159769993,0,0.060090476,0,0.404145977,0,1.057685861,0.270520431,0,0.063417283,0,0,0.171826883,0.183406008,0.477077339,0,0,0.375301554,0,0.253557774,0.998495739,1.596187712
tet(E),0.392602947,0.148691607,0.141406354,0.040426754,0.831402782,0.419977725,0.875599078,0.359881922,0.06977373,0,0.09740685,0,0.197804728,9.358643417,0.211054209,0.204565233,0.341102184,0.225251421,0.201796795,0.366055169,0.368802908,0.47551677,1.03902206,0.539233276,0.09472245,0,0.344259711,0,0.280009692,0,0.808012609,0.036300415,0.213876269,0.276995153,0,0.052566236,1.290561574,0.091813231,0.132106193,0.12476489,0.103810227,0,0.254034715,0.506970353,1.732439778,0.345351353,0,0.920325476,0.358828299,0.445120995,0.033365064,0.232732198,0.169924864,0.10696278,0.025357805,0.353554922,0.160176925,0.391791662,0.051988673,0.116924817,0.043385994,3.764985204,2.969507401,0.871896452,0,0,0.375256971,0.356717135,0.265951852,0.083585737,0,0.464151599,1.260596929,0,15.37634473,0.623234717,0,0.182145544,0.435832893
tet(G),0.790081363,2.639998563,3.969140691,0.901566991,1.798536009,1.591549645,7.267503423,8.068130055,2.418883253,1.266862854,1.362946357,3.681438823,1.044592467,18.18180982,84.04605607,1.731422515,1.086239344,2.340696582,0.493379459,0.472706353,0.975429792,1.038975361,9.637944022,8.09916354,11.68841301,3.44236684,0.208980425,29.79538602,0.865600172,0,2.528002686,2.261132939,3.272548209,0.917151764,2.823321047,0.668717688,1.60809818,10.54997088,26.10676372,0.553690297,1.257513396,4.354758206,0.682422503,0.72455398,1.866878736,6.782323208,58.66765541,0.317193798,1.301519139,4.986786831,0.213050619,7.197498393,2.513237972,1.898613141,2.848932949,11.65902771,1.081109365,2.631820915,0.878776106,1.845717463,1.424159073,11.42473878,0.650288099,15.98865014,6.143027203,2.248329754,1.106056851,1.725749075,2.721596375,3.215680058,5.284873448,1.142180258,1.57450019,9.814720962,3.250179068,0.911183609,4.952610274,9.563108035,5.347036602
tet(H),0.427348827,0.148514648,0.577535421,0.157271162,0.408161773,0.182990398,0.113070364,0.366841623,0,0.413159384,0.596747298,0,0.201630043,0.887759075,1.856509794,0.414231843,0,0,0,0.32943951,0.095250624,0.32178064,0.349587393,0.290028101,0.675229167,0.13693318,0.144514503,0.58138536,0,0,0,0.110259115,0.164611292,0.046598632,0.364817599,0,0.196521689,2.196813609,16.27401135,0.190533204,0,0,0.057475794,0.036663691,1.969173451,0.101077758,1.840803194,0,0.104857201,2.108898498,0,0.158688271,1.383353341,5.452300678,0.69737865,0.353134153,0.054058048,0,2.380447349,0.06039628,0.044821154,0.099524726,1.982729645,0.585986679,25.03996231,0.191416985,0.062468396,0.143290277,1.393420093,0,0.270992668,0.524280292,0.568312137,0.241547036,0.224320114,0.245658717,1.381327787,0.930842826,0.238755932
tet(J),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.040770484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049778896,0,0,0,0,0,0,0,0,0,0,0,0,0.052900755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tet(K),0,0,0,0,0,0.082077249,0,0,0,0,0.0644791,0,0,0,0.4728654,0,0,0,0,0,0,0,0.152374505,0.049113711,0,0,0,0,0,0,0,0,0,0,0.157410743,0,0,0,0,0,0,0,0,0,0,0.043177782,0.398739991,0.090254141,0,0.130555633,0,0,0,0,0.022381019,0,0,0,0,0,0.038292855,0,0,0.07265842,0,0,0,0,0.067066119,0.036886749,0,0,0,0,0,0,0,0.160763241,0.037641798
tet(L)_1_HM235948,0,0,0,0,0,0.05270036,0,0,0,0,0.042892821,0,0,0,0.369482909,0,0,0,0,0,0,0.034898736,0,0,0,0,0,0.252858492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049491484,0,0,0,0,0,0,0.130272432,0,0.204965883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03346032,0,0,0,0,0,0,0.084442948,0,0,0
tet(L)_clust1,0.079887055,0.043249364,0.708777525,0.103048588,0,0.105859982,0,0.318326929,0.185151205,0,0.172318872,0,0,1.225955092,2.288405949,1.266610877,0.050285943,0.131036052,0.118997093,0.071952747,0,0.0350508,1.068945329,0.063344917,0.167569999,0.059815038,0,0.507920544,0.245162927,0,0.942637621,0.128435455,0.614836028,0.081420703,0.788768431,0,0.113687836,0.649693629,3.972971446,0.082389981,0.045911713,0.608720969,0.074560699,0.160154033,0.109100493,3.418476209,2.157887008,0,0.136026414,2.420541252,0,6.107149768,0.976975415,0,0.067289338,0.92553461,0,0,0.229928116,0.103423694,0.115128846,1.73897234,0,0.400491945,5.820020164,0.110734764,0.436598285,0.12518388,0.168030582,0,0.078916529,0.228087084,0.164940165,0.208898559,0.021531462,0.296838121,1.527423194,2.148179831,0.738508382
tet(L)_clust2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071952747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079921741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053704496,0
tet(M),5.290145723,1.985145789,13.48559988,2.48814037,2.700396236,3.758112056,25.75937241,10.8823045,9.826321624,6.989494758,13.62523978,6.553656299,3.053404442,17.03526855,84.85531024,13.36642018,3.065478222,8.974843493,6.315398857,4.824937599,8.071597399,0.351931943,30.77488829,11.92542303,12.37844821,20.5055297,0.380298946,116.932039,5.186919707,17.46315669,21.29550944,2.394919869,4.44344658,1.868605143,8.259144942,1.73402872,6.482071871,25.80210028,95.53754774,3.23020221,1.942711081,13.62089259,2.103310721,7.856456183,15.83167482,15.92045762,57.2042359,9.730524565,2.406392277,122.5040221,0.126995774,112.6981424,7.491827936,32.90943913,3.538998622,10.84177027,6.570924637,4.782490064,14.77518074,8.455856619,5.174322074,268.079025,0.393277149,13.29081443,12.93954171,11.47584158,6.966983026,5.56637947,42.39521849,3.605679741,3.961856352,9.782156108,14.84577457,3.820395598,1.930261897,6.903672833,16.66647136,20.33654993,10.88958304
tet(O),7.257239621,1.799038372,15.30959454,14.21442568,2.995752074,14.12139075,14.92793819,28.61361182,9.560745364,10.22537196,11.13809283,9.627495094,9.913107572,12.08954543,32.55817968,45.80918761,6.094891995,14.14360153,8.192949868,8.333983126,12.92625381,0.729001882,44.79334275,8.018427296,20.97125448,11.41102699,0.434627367,18.21371324,4.571522453,15.18535364,31.16580905,7.898629954,13.49993694,2.802907714,19.12048623,1.73402872,3.58756179,32.17982033,26.39853293,1.240870361,7.276934726,12.66044503,4.331394112,14.0359495,4.38174855,41.0580223,86.09294821,3.373248516,5.300566772,88.30048623,0.317489435,69.1444935,39.99234769,29.92384053,6.273679375,13.57065122,17.44343396,5.867178532,12.03781467,13.87057182,7.458730224,18.08395377,0.477550823,16.92032956,27.63218261,20.84711705,22.70140537,36.4508075,25.21057336,32.34506827,23.54474632,37.10021748,11.03082453,6.59205515,0.216189332,17.91305418,61.110395,50.45621291,37.71100741
tet(Q),12.85721314,2.210961923,2.345925002,13.49683245,17.1210292,3.975622852,79.8642317,7.242469498,4.028610713,2.187965042,9.822146015,4.651881817,4.771856367,67.62124342,23.16946735,32.9051908,5.389723883,5.659591731,17.61360199,15.72299712,22.67387629,0.569467448,93.22764952,7.790353407,19.32587694,7.250422403,1.509141558,37.43140456,6.068962787,8.947880643,77.59538628,4.224410579,12.49806417,6.053668628,7.636272187,8.77954911,13.79492651,21.52968847,19.51879172,2.798902228,25.16307422,31.19664639,6.209749889,13.18839817,22.78311891,11.69344457,43.07761883,8.264091442,17.70341741,32.50517247,1.114140549,74.71702863,81.46609376,32.39073726,5.214241444,6.423217629,9.185815625,40.75887799,4.568398755,5.990107755,12.30371034,235.0547065,0.53070867,105.6899084,16.45056586,18.40612304,12.74778186,10.76637186,14.42339501,10.68410006,4.603405594,18.46619749,18.14195014,9.045760998,0.577153148,16.46751722,9.903415546,64.17810625,62.45329049
tet(S),0.474785559,0.277574589,15.25715572,0.049116617,0.356553929,0.225885038,0.207113013,0.151725919,1.846081532,2.958758466,6.49765441,2.768926322,0.58214899,2.078302144,3.220469714,0.642835019,0.35896532,0.887108244,1.357950398,1.231249275,1.104240074,0.025059684,2.506031517,1.898448658,2.031356598,11.81912374,0,0.543306015,0.437522811,0,1.478765916,0.068514199,0.101441315,0.116199066,1.576396361,0.099471567,10.7831141,4.025701652,4.501034783,0.391941218,0.131298917,0.60794456,0.194636607,1.438839943,0.207803746,5.308074843,1.311577661,0.257672798,0.743348031,16.04556241,0,0.978543079,1.071696144,2.294116194,0.144202269,6.236452712,1.515782198,0.539895022,1.182068121,3.023667428,4.051595278,0.495872375,0.08401114,4.674787965,4.565570383,5.925221229,0.662107032,0.580716572,24.87873309,0.606250447,0.169264891,0.487702565,1.205536619,0.149352708,0.030669014,2.541081517,0.38941013,4.406365093,0.737158396
tet(T),0.018746502,0.121788085,0.176107299,0.362724709,0.207085601,0.111786192,0.136308752,1.045791843,0.347584471,0,0.56106047,0.05692953,0,0.431528671,1.872254527,0.25476529,0,0.645734411,0.041886247,0.075980776,0,0.074026,6.127698649,0.200673201,0.70780334,0.968508218,0,0.893924576,0.086295846,0.74529343,0,0,0.43283702,0,0.333169978,0.032732963,0.080034842,1.029096772,2.550135813,0.019333845,0.193927694,0,0.052489817,0.135295769,3.021012731,0.15231426,2.419348777,0.318381172,0,3.684392089,0,0.86953318,0.476154488,0.599450918,0.157902894,0.434376673,0.066494715,0.096793171,0.194239887,1.019326167,0.270164317,8.569506333,0.082722625,0.205048302,0.409722278,0.116933873,0.192099897,0.176255831,0.33121611,0.104097575,0.166668804,1.798389698,0.696695113,0,0.106105194,0.119411654,0.614449821,0.415880367,0.207960336
tet(U),0,0,0,0.148739944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356764165,0,0,0,0,0,0,0,0,0,0.56656218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2325506,0
tet(V),0,0,0,0,0,0,0,0.115961953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051508413,0,0.051686765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tet(W),18.67784302,4.280470608,22.18695147,42.37229145,9.76783951,14.46303731,52.2824998,49.23672034,14.51816889,19.67413339,18.61498178,15.36919398,22.41951755,14.83716939,44.09104986,98.88555512,16.66177575,28.28720305,15.10575132,21.38969663,27.78267221,1.231761801,67.79236959,21.05688981,35.39274754,28.44177028,0.959802103,10.56395368,8.659518493,21.2594951,43.2332644,14.94522111,30.29005951,6.306542357,55.89065207,5.135392749,12.8418405,44.38194224,31.09160545,2.678704272,20.18443886,41.03730459,13.08330567,39.97144374,19.19623174,48.47515558,114.5231095,22.44507666,12.42218716,68.2663164,0.550315021,107.2354814,56.53904679,66.29385985,8.429251263,16.07827155,33.76913331,15.5307667,36.90497155,32.93333631,21.68811593,16.52499223,0.842736747,33.55343131,50.00506763,22.31634244,23.21022997,29.08882175,31.86269406,21.47500434,22.6957771,28.65942726,17.98053972,24.27074851,0.432378665,33.27144528,78.0116054,66.94114353,51.99034392
tet(X)_3_AB097942,0.128999677,0,0.201973543,0.04160009,0.213751681,0,0.468988424,0.257013299,0.074744418,0,0.391297967,0.391747265,0,0,0.074903967,0,0.18270117,0.079347689,0.21617282,0.043570331,0.29630735,0.67919018,0.184940032,0.61372701,0.101470488,0.072440904,0.336387057,0,0.222684268,0,1.369933513,0.194432301,0.229112837,0.049303566,0.191052617,0.450488484,0.137685269,0.245885039,0.707587263,0.099781007,0.278014197,0.44232653,0.090299105,0.465503121,5.285184832,0.366840254,1.548668248,0.219086569,0.109826076,0.316916048,0,0.083104021,0.546090987,1.031245379,0.162985784,0.373632705,0,0.499544701,0.111384702,0.062627277,0.046476816,0,0.806418277,0.308654502,0.845822456,0.067054429,0.198283588,0.075803959,0.081399511,0,0.095574371,0.331478538,0.049939008,0.758979725,0.078229084,0,0,0,0.196766692
tet(X)_clust,3.424875091,18.52462523,4.132409838,5.795887059,10.23929164,2.68555072,25.70243438,10.14145406,3.349856511,5.749712912,4.498618943,2.957993971,8.808497091,32.90933048,46.34129368,4.270102037,5.162129969,3.788087214,4.001697879,3.480922222,4.234122849,34.16182563,34.05511429,9.043993239,7.11806341,4.728770873,0.655479149,10.48810223,11.71582579,7.495084574,16.18344015,2.652076581,7.143137499,1.585192023,4.095107257,8.284384791,13.34750729,19.11721416,6.893973589,0.874943479,7.909325232,6.464335023,1.436970594,7.596735695,13.86025003,16.64509027,12.91958571,2.45472702,4.226609933,24.31556707,0.800933074,14.25031013,10.64105316,6.140048538,0.502853742,30.21430337,7.077157322,5.678200908,3.743986307,1.586450347,3.124460739,9.336135691,6.054417214,19.11719612,31.04030703,18.74990065,9.015361762,10.41359324,7.097974619,12.12616323,3.165993177,7.858626155,16.29950157,5.915749422,9.476444629,4.853515843,12.22976283,5.703168946,5.768680721
tet(Y),0.311804065,0,0.04881886,0.08044099,0.068887659,2.47906794,0.113358809,0,0.072265649,0,0,0.094688912,0,1.256056668,1.013878698,0,1.707541291,0.15343252,0.139335882,0.126376189,0,0.041041626,0,0.111257591,0.049052697,0,0.295664876,0,0.358832218,0,0.11037517,0,0.16613603,0.047668499,0,0.163330806,0.599036292,0.332822964,1.778715533,0.032157314,0.161276603,0,0.232811979,0.412560057,1.490390663,0.253339024,0.187163669,0.317731414,0.159275826,0.689413673,0,0.080348021,0.439984022,0.886263036,0.078790322,0.602069708,0.165897529,0.563474529,3.769178761,0.423852462,0,0.203619465,0.275179346,0.51157459,0.681476851,0.194492054,0.191707857,0.073290052,0,0.043285471,0,0.213657085,0.048282867,0.12230158,0.529443263,0.446879838,0.127749134,0.125767161,0.311303891
tet(Z),0,0,0,0,0,0,0,0,0.14715914,0,0.025679988,0,0,0,0.147473265,0.431446673,0,0.078111101,0.070934631,0.042891313,0,0,0,0.075520304,0,0,0,0,0,0,0.056190996,0,0,0,0.376150348,0,0,0,0.417935957,0,0.054736302,0,0,0.038187377,0.043356819,0.103178075,0.095283322,0,0,0.311977096,0,0.163617787,0.179193493,0,0,0.490413144,0,0.081959931,0,0,0,0,0,0,0,0.066009424,0,0,0.120196421,0,0,0,0.049160737,0.124525245,0,0,0,0.064026918,0.035218218
tetA(P),0.344649073,0.094306213,0.090912082,0.037449962,0.192427285,0,0.738851716,0.578432543,0.13457546,0,0.140904446,0.264499193,0.063585685,1.670764213,1.281195884,2.367320227,0.102583324,0.347952075,0.186245997,0.235341882,0.088915666,0.038214531,3.120391789,0.034531255,0.182695082,0.448092779,0.027529841,3.045713568,0.267291647,4.616924623,3.588802785,0.035007051,0.103127987,0,0,0.145546183,0.247898893,1.582343494,2.038389151,0.115909592,0.100111526,0.91202306,0.050701275,1.029654244,0.436142826,0.654406058,3.561327967,0.098614976,0,8.600518559,0,5.03909535,1.147093735,3.98303309,0.50723694,0.560596973,0.102979939,0.074951481,0.632386426,0.281897124,0.041840174,0.853170396,0,0.431524665,1.887245912,0.060364913,0.119001552,0.136483138,0.251753715,0.161215246,0.172079271,0.845493358,0.572851688,0.341631016,0.067399101,0.554796189,0.713695873,1.756557973,1.102828425
tetB(P),0.168460144,0,0.322368951,0,0,0.074410002,0.40830003,0.745850232,0.130144569,0,0.090843448,0.056842348,0,0.646301746,0.956430747,0.763125433,0.035346474,0.230266263,0.125466307,0.05057628,0.057325414,0,1.395405114,0.133577261,0.206126496,0.042044567,0.017748948,1.071066751,0,0,0.364423993,0.06770889,0,0.057231398,0.221773176,0.032682836,0.119868416,0.51376041,0.821364694,0.019304238,0.064543572,0.085575168,0.052409435,0.090059052,0.025562596,0.334578215,2.97742143,0.190736163,0,3.356859225,0,0.916435004,0.792375513,0.798043897,0.346854383,0,0.066392886,0.048322471,0.290913644,0,0.026975059,0.305585109,0,0.179142506,1.145465531,0,0.11508343,0.131989436,0.07086619,0.05196908,0.110942379,0.224454457,0.231876066,0.146836812,0.045404016,0.208650379,1.303706321,1.321229287,0.789039094
VanA-B_1_AF192329,0,0,0.055792983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218271109,0,0,0.042383844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184612837,0,0.205419399,0,0,0,1.246129099,0,0.073031564,0,1.214229155,0,0,0,0,0,0,0,0,0,0
VanA_clust,0,0,0,0.045832657,0,0,0,1.254864603,0,0,0.225993719,0,0.154303022,0,0,0,0.065758541,0.171844423,0.077805792,0.047180444,3.480626597,0,0,0,0,0.079811345,0,0,0.160527835,6.94187595,0.125776357,0.042108481,0,0,0,0,0,0.053251674,0,0,0.060209932,0.159658814,0.132648686,0.04273878,0.048524347,0.056747941,0.104811655,0,0,0.26187031,0,0,0,0,0,0.134863615,0.185805233,0.090155925,1.777127455,0.203449182,0.201311011,0,0.052262744,0,0.465939986,0.724241864,0.071570933,0.164169717,0.221897502,0.145162945,0.105298508,0.481551757,0.054076811,0,0,0.056581685,0.288653624,0.282946864,0.01937002
VanH-A,0,0,0,0,0,0,0,0,0,0,0.030609273,0,0,0,0,0,0,0,0,0,4.867513306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19572888,0,0,0,0,0,0,0.257070618,0,0,0,0,0,0,0,0,0,0,0.914871873,0,0.054534717,0,0,0,0,0.157359928,0,0,0,0,0,0,0,0,0,0,0,0,0
VanH-B,0,0,0.177194381,0,0,0,0,0,0.087432514,0,0,0,0,0,0,0,0,0,0.084289608,0,0.346606437,0,0,0.044869317,0,0.084737971,0,0,0,1.499788014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051519677,0,0,0.25627719,0,0,0,0,0,0,0,0,0.133810353,0,0.325731498,0.07325845,0.163099199,0,0,0,0,0,0.07731428,0,1.047390627,0,0,0,0,0,0,0,0,0,0
VanH-D_clust1,0,0,0,0.048661833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VanH-D_clust2,0,0,0,0,0,0,0,0,0,0,0,0,0.082622139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231942839,0,0,0.052370076,0.223596831,0.064624674,0,0,0,0,0,0,0
VanR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.258917813,0,0,0,0,0,0,0,0.121260543,0,0,0,0,0,0,0,0,0,0,0,0,0.481729181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.364702655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VanR-B,0,0,0.173185459,0.07134133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07472016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084552269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191017204,0,0.239113757,0,0,0,0.483509368,0,0,0.129998645,1.326149053,0,0,0,0,0,0,0,0,0,0
VanR-C_1_AF162694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072032054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VanR-C_3_clust,0,0,0,0,0,0,0,0,0,0,0.042615497,0,0,0,0,0,0,0,0.117714797,0.071177394,0,0,0,0,0,0.118340959,0,0,0.121260543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171222237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766790512,0,0,0,0,0,0,0,0,0,0,0,0,0
VanR-D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279106573,0,0,0,0,0,0,0,0,0,0,0,0,0.072823625,0,0.179728707,0.081231261,0,0,0,0,0,0.029096596
VanR-G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062297204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VanS-A,0,0,0,0,0,0,0,0,0,0,0.025679988,0,0,0,0,0,0,0.078111101,0,0,1.748629998,0,0,0,0.049944565,0.141886835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054453427,0,0,0,0,0,0,0,0,0.077591203,0,0,0,0,0,0,0,0,1.424584886,0,0,0,0,0,0,0,0,0,0.040065474,0,0,0,0,0,0,0,0.130071845,0,0
VanS-B,0,0,0.213582513,0.070385866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036859722,0.167113818,0,0,0,0,0,0,0,0.062795638,1.084668117,0,0,0.048456342,0,0,0,0,0,0,0,0,0,0,0,0.074519533,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094229469,0,0.275229898,0,0,0,1.311842938,0,0.055914792,0,1.446113195,0,0,0,0,0,0,0,0,0,0
VanS-C_clust1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059761142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054866794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046872665,0,0,0,0,0,0,0,0,0
VanS-C_clust2,0,0,0,0,0,0,0,0.411583269,0,0,0.083550383,0,0,0,0,0,0,0,0.153858213,0,0,0,0,0,0,0.077338317,0,0,0.079246326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059457468,0.066861233,0.148856733,0,0,0,0,0.644289171,0,0,0,0,0,0.058981393,0,0,0,0,0,0,0
VanS-D,0,0,0.100193682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078724539,0,0.043228156,0.097993443,0.042116014,0.366975247,0.062126746,0,0,0,0,0,0,0.056632286,0,0,0,0,0,0,0.048790801,0,0,0,0,0,0,0,0.051994187,0,0,0,0,0,0,0,0,0,0,0,0,0.055254977,0.062135439,0,0,0,0,0,0,0,0,0.040380124,0.044418599,0,0.109625101,0,0,0,0,0,0,0
VanT-C_clust1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036067717,0,0,0,0.021033105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0764346,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VanT-C_clust2,0,0,0.081898687,0,0,0.034657441,0,0.903212927,0,0,0.042311535,0,0.038187694,0,0.040497295,0,0,0.171599281,0.272708745,0.02355657,0,0,0,0,0,0.078331248,0.016533614,0,0.080263754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047624466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030110415,0.067719652,0.025127979,0,0,0.047678849,0,1.522642501,0,0,0,0.04841057,0,0.029869321,0,0,0,0,0.071437461,0.14065828,0
