Site,ALB.17,AUS.18,AUS.18a,AUT.70,BGR.66,BRA.53,BRA.53a,BWA.19,CAN.22,CAN.22a,CAN.22b,CAN.22c,CHE.67,CHN.64,CIV.13,COL.2,CZE.23,DEU.27,DNK.71_RA,DNK.71_RD,DNK.71_RL,ECU.14,ECU.14a,ESP.75,ETH.24,FIN.25,GEO.59,GHA.4,HRV.68,HUN.61,IND.11,IRL.69,IRN.12,ISL.28,ISR.29,ITA.30,KAZ.6,KEN.72,KHM.21,LKA.40,LUX.32,LVA.31,MDA.65,MKD.62,MLT.63,MYS.54,NGA.50,NLD.43,NOR.34,NPL.33,NZL.56,PAK.7,PER.35,POL.36,SEN.8,SGP.52,SRB.37,SVK.9,SVN.38,SWE.41,SWE.41a,TGO.44,TUR.46,TZA.15,USA.74,USA.74a,USA.74b,USA.74c,USA.74d,USA.74e,USA.74f,USA.74g,USA.74h,USA.74i,VNM.48,XK.60,ZAF.39,ZMB.49,ZMB.49b
Country,ALB,AUS,AUS,AUT,BGR,BRA,BRA,BWA,CAN,CAN,CAN,CAN,CHE,CHN,CIV,COL,CZE,DEU,DNK,DNK,DNK,ECU,ECU,ESP,ETH,FIN,GEO,GHA,HRV,HUN,IND,IRL,IRN,ISL,ISR,ITA,KAZ,KEN,KHM,LKA,LUX,LVA,MDA,MKD,MLT,MYS,NGA,NLD,NOR,NPL,NZL,PAK,PER,POL,SEN,SGP,SRB,SVK,SVN,SWE,SWE,TGO,TUR,TZA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,VNM,XK.,ZAF,ZMB,ZMB
Country Full,Albania,Australia,Australia,Austria,Bulgaria,Brasil,Brasil,Botswana,Canada,Canada,Canada,Canada,Switzerland,China,COTE DIVOIRE,Colombia,Czech Republic,Germany,Denmark,Denmark,Denmark,Ecuador ,Ecuador ,Spain,Ethiopia,Finland,Georgia,Ghana,Croatia,Hungary,India,Ireland,Iran,Iceland,Israel,Italy,Kazakhstan,Kenya,Cambodia ,Sri Lanka,Luxembourg,Latvia,Republic of Moldova,Republic of Macedonia,Malta,Malaysia,Nigeria,The Netherlands,Norway,Nepal,New Zealand,Pakistan,Peru,Poland,Senegal,Singapore,Serbia,Slovak Republic,Slovenia,Sweden,Sweden,Togo,Turkey,Tanzania,USA,USA,USA,USA  ,USA,USA  ,USA  ,USA  ,USA  ,USA  ,Vietnam,Kosovo,South Africa,Zambia,Zambia
Continent,Europe,Oceania,Oceania,Europe,Europe,South America,South America,Africa,North America,North America,North America,North America,Europe,Asia,Africa,South America,Europe,Europe,Europe,Europe,Europe,South America,South America,Europe,Africa,Europe,Asia,Africa,Europe,Europe,Asia,Europe,Middle East,Europe,Middle East,Europe,Asia,Africa,Asia,Asia,Europe,Europe,Europe,Europe,Europe,Asia,Africa,Europe,Europe,Asia,Oceania,Asia,South America,Europe,Africa,Asia,Europe,Europe,Europe,Europe,Europe,Africa,Europe,Africa,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Asia,Europe,Africa,Africa,Africa
blaOXA_clust10,0,0,0,0,0,0,0.161002367,0.352927682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761872525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206662807,0,0,0,0.13291333,0,0,0,0,0,0,0,0.037301698,0,0,0,0,0,0,0,0,0.060548683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089312911,0.049126862
blaOXA_clust11,0.088250681,0.286663652,0.138173236,0,0.097487229,0.175414194,0.481263392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116161136,0,0,0.069417536,0,0,0,0,0,0.156198797,0.159616987,0,0,0,0,0.09419263,0.067285509,0,0,0,0,0,0,0,0,0,0,0.075133723,0,0,0,0,0,0,0,0,0,0,0,0.445137163,0,0,0.120660192,0.192880091,0.917459509,0.090432587,0.10371733,0,0,0,0,0,0,0.107035461,0,0,0,0
blaOXA_clust12,0.088250681,0.143331826,0.069086618,0.284592672,0,0,0,0,0,0,0,0,0.193282117,0,0.6149156,0,0.416629022,0,0.295774363,0.059614279,0.135138972,0.174241705,0,0,0.069417536,0,0.376572448,0,0.101561176,0,0.078099399,0.106411324,0.156739648,0.067458669,0.261404123,0,0,0.067285509,0,0,0,0.201734964,0.988400314,0,0.361567699,0.071703175,0.132433499,0,0,0,0,0.113705502,0.498119095,0.627103087,12.15362047,0,0,0.227830856,0,0.685508675,0.063591023,0,0.064903913,0.180990288,0,0,0,0,0,0,0,0.151179743,0,0,0.107035461,0.070267508,0.180785778,0.177980964,0.440545578
blaOXA_clust13,0,0,0,0,0,0.528149257,0,0,0,0,0.035821722,0,0,0,0,0,0,0,0,0,0.678143029,0,0.253957508,0.158018028,0.069669049,0.099475009,0,0,0,0,0,0,0.157307546,0,0,0,0.094533908,0.270117188,0,0,0,0,0,0.053268624,0.181438863,0,0,0,0,0,0,0,0.124980969,0,0,0.1710227,0.078540859,0,0,0.08599905,0,0,0,0,0,0,0.544561448,0.416372471,0,0.860690816,0.131241618,0.986228719,0,0.173703693,0.035807757,0,0,0,0
blaOXA_clust15,3.570682061,7.063252808,4.228773774,2.066761015,7.281967378,9.09920068,823.3263051,35.57035177,4.350013149,3.723076692,1.518197032,1.112151412,5.414070982,7.376392714,51.99261096,1.244246961,3.457864838,15.09270306,11.96723014,6.555784549,6.449216399,0.482046963,17.85121541,17.423411,9.578319982,5.758373565,0.607718666,38.85592158,15.91010984,5.459902433,3.484052195,4.912656142,19.18798557,94.75997615,13.8309215,11.27043732,3.517935974,15.42702997,25.71271408,0.377697893,15.7064485,11.92956309,3.033531364,6.717831863,13.25387113,7.81081216,39.56934378,5.131302842,3.819438294,2.361736727,0.456614019,15.33533757,21.83375393,11.71062168,5.244032007,13.43585074,3.572285373,6.500005802,4.980398004,4.533792628,3.694471733,8.370514051,1.54869974,7.197809774,2.601352833,0.85663916,3.658963437,6.778918093,1.502080122,4.384964127,7.190271132,8.783146691,6.167186893,20.29015272,0.44417712,4.228156471,9.002725472,14.31013615,10.58821872
blaOXA_clust16,0.045950073,0.074629541,0,0,0,0.091334082,0,0,0,0,0.037168403,0,0,0,0,0,0.086771608,0,0.102668545,0,0,0,0,0.054652852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189558905,0,0,0.042886417,0,0.125506582,0,0.413730216,0,0,0.112886449,0.050925624,0.118407609,0.389038504,0,0.077408035,0.177452124,0,0,0,0,0.067231731,2.100495537,0,0,0,0,0,0,0,0.12855211,0,0,0.071153699,0,8.257244497,0,0,0,0.305842419
blaOXA_clust17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256712312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095223936,0.204066635,0,0,0,0,0,0,0,0.072488246,0,0,0,0,0,0.114950453,0,0.158492295,0.225443841,0,0,0,0,0,0.064287275,0,0.196605021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blaOXA_clust18,0.182428647,0.666653437,0.428440146,2.176709176,1.360274223,5.983063969,2.487126113,2.18077702,0.422807976,4.636480768,0.368910273,1.800502589,9.189554975,6.561490054,4.448960255,0.929703186,4.564575123,2.805296083,13.04350228,4.990916377,5.587088834,0.24012414,1.830768306,2.71224973,0.717487217,1.434221774,0.30272553,23.92248903,4.198872517,1.813176554,0.807221395,0.879878712,1.539031287,1.95227403,0.540365238,18.55470456,1.070913967,0.695450969,3.402227414,0.047036072,5.661530901,2.085096454,0.425663693,0.822880983,1.183414676,1.852777938,6.296521045,15.95612386,2.174392376,0.448176053,0.404364654,0.11752397,1.158405694,4.213056371,0.307321454,3.874812807,0.808853625,1.883855141,0.472553755,4.871140236,0.591538884,2.382651654,0.268334089,0.249424427,2.392288885,0.284480915,8.505724707,1.07200375,0.748237673,1.139635388,1.216433507,2.343850113,1.271208621,2.862222046,0.590026323,0,0.747427768,1.19572659,2.049030086
blaOXA_clust19,0,0,0.069589066,0.057332487,0.049098113,0,0.16158783,0.354211055,0.103011398,0,0.107855949,0,0.097343903,0,0.309693857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236002183,0,0,0,0,0,0.094877667,0.067774858,0,0,0,0,0,0,0,0.216673958,0,0,0,0,0.049258967,0,0,0,0,0,0,0,0,0,0.064053503,0,0,0.06076886,0,0,0.091090279,0,0.224366653,0.308507358,0,0,0.068825032,0,0.035937967,0,0.182100583,0,0
blaOXA_clust20,11.83124436,1.412915153,1.021547679,4.544772798,11.29169245,16.68650926,1.265100447,7.97290009,0.80649493,2.06359144,0.879608123,0.528370867,2.28636924,1.251586715,29.39887412,0,4.024843921,3.210616442,2.332512418,2.585689817,3.063951563,2.748182331,6.734844667,3.36280358,4.858486391,1.172459895,2.103534589,14.51911661,3.704272232,1.729292941,0.23096299,11.11903668,20.62688195,0.73148244,5.669027484,3.721539876,9.749439999,11.87265975,8.780125509,0.269160153,8.774365506,4.176129126,16.5230224,7.691155207,9.088731105,1.696379743,4.960836324,1.181975938,2.888503955,0.427441929,0.337450218,8.294431965,5.155798533,2.781793585,24.1810582,6.887163236,4.860030109,1.684407844,1.877882657,0.760219363,2.382060893,5.681055545,8.189441796,45.79290458,0.190134467,0.813959629,2.674358713,1.329132051,0.494045789,6.944160272,0.773438149,2.980554355,0.606199129,5.971450799,2.77847805,25.28254932,4.455307868,5.263422824,3.329437577
blaOXA_clust21,7.583121346,33.54741947,38.26287197,3.916711941,8.903988417,82.12783844,30.43888273,287.6897482,16.21586334,9.333979448,17.43043013,8.253419132,16.79195074,23.54692287,159.6520565,7.496788622,15.53930878,24.44534458,17.77053751,9.144707241,14.50530835,3.209531737,58.59711865,27.66146661,53.86175987,13.86374807,0.737944094,112.3898468,19.06317275,7.27986991,40.36219083,5.822449863,40.79705872,8.028236801,84.94676064,21.88641816,20.99032956,82.99268968,36.30978776,4.177267568,18.62033414,28.79253183,8.144455053,15.44292506,24.81172249,82.44762595,95.02504514,10.77740778,3.998868917,6.594578422,1.679357626,62.75169294,31.44699442,31.3901122,11.61780289,83.56935422,8.488594928,16.60514432,7.540588766,10.28935703,4.642435725,9.911697822,4.610390071,97.04980042,30.8046428,2.970644373,22.53933583,41.47012044,6.850808235,26.99167813,27.41895893,38.13120001,26.88155618,32.99820716,9.057328602,29.7748668,108.2348407,62.19506486,67.6947546
blaOXA_clust3,0.624518507,0.57960461,0.139686082,0.34525038,0,0.177334787,0,0,0.206774704,0.302330133,0,0,0.390796689,0.256712312,0,0.606229815,0.505428784,0.10975465,0.099670923,0.060266991,0.409855787,0.117432974,0,0.053057148,0.561420654,0.100201104,1.607381018,0,0,0,0,0.322729236,0.079227888,0,0.792798635,0,0.095223936,0.068022212,0.195748593,0.046006085,0,0.815774963,5.495722186,0.214629784,1.827632346,0,0,0.15152155,0,0.109590495,0.247193721,0.114950453,0.251786477,0,1.20236715,0,0,0,0.07703431,2.079042734,0,0,0.13122908,0,0,0.185500937,0.457113624,0.209705843,0,0,0,0.152834995,0.069076219,0,0.072138255,0.21311058,0,0.089964831,0.024742726
blaOXA_clust4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123788419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blaOXA_clust5,0,0,0,0,0.048920222,0.440124381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058291005,0.761872525,0,0,0,0,0,0,0,0,0,0,0,0,0.077325695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249961937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blaOXA_clust6,2.509068267,7.073266107,3.33842488,0.461221319,4.678220838,4.710137091,21.42816691,22.51864178,17.39044371,5.12455798,2.781808151,5.26482737,3.517705516,4.587337395,23.90475155,12.75554855,2.190574575,8.440278788,6.699999741,3.611433017,3.400742161,1.764369217,58.34655132,17.46082969,5.812853023,5.512522315,0.545908771,52.3984017,10.55813638,0,4.94388395,1.495156217,11.39310769,4.643286692,11.37589053,3.679395444,3.995786896,14.38868151,16.59893167,1.004799556,8.990588194,7.125657939,2.091862256,7.105838334,3.26589954,3.540172427,52.91784649,3.026587327,2.050616688,4.351854425,0.249030981,14.44221305,11.61151132,6.662286244,3.024195272,8.454546324,4.273891403,3.117533902,4.64446556,3.18196486,1.148785659,15.07712535,1.579027524,8.963974927,10.5947586,3.440167286,23.26063466,38.33879865,3.140614871,28.88131202,37.07926377,27.48014356,19.41694918,17.96376767,1.042737387,10.71409204,12.3631494,9.808697164,9.168039003
blaOXA_clust7,1.968452931,0.446100177,0.215022395,0.885754721,2.88244542,4.367616326,0.832147064,0.18241206,0.318293645,0.310256391,0.185145979,0.417056779,0.902345164,0.263442597,0.212648716,0,0.518679726,1.464217461,10.43296987,2.28833989,1.682404278,0.06025587,0,2.66795981,3.52885473,0.616968596,0.56431019,0,4.109233666,1.819967478,0,0.827975754,6.910927007,2.729423242,0.542389078,6.554438724,1.074924881,0.279222262,0,0,3.472782583,2.720777546,1.025419053,3.193723345,3.125913002,0,0.27478711,2.176916357,0.857424923,0,0,0,0.645969051,1.789122757,0.115677177,0,1.299012863,1.063637313,1.581078731,0.355591579,1.253481481,0.29894693,0.202004314,0,0,0.095182129,0.093819575,0.215203749,0,0.063550205,0.135665493,0.235262858,0.141774411,6.284560578,0,2.114078236,3.938692394,0,0.126957059
blaOXA_clust8,117.9159071,73.34211352,10.29918178,35.31681222,48.8035247,6.449182562,4.039695747,7.615537691,16.58483506,27.11076755,14.12912929,12.14772656,10.12376586,10.23115249,1.754931855,2.718114042,44.48385938,13.66944273,7.64675321,15.01195947,13.20381467,42.23914604,3.313452871,16.44077022,15.73253788,5.191510297,78.89672065,3.391062247,24.04045374,8.835114846,0,85.42662427,32.28637271,33.97463896,19.22128277,36.08719911,25.71184781,12.1316996,0.9751839,2.84200496,27.05068027,19.10099996,170.6190101,41.4867666,66.46600398,11.48371978,2.401139725,1.358735067,24.44468853,2.293031659,4.778119793,2.176116573,8.404174804,13.42285652,147.8026215,8.92551922,42.7239426,16.29363438,18.26749619,13.37832499,29.40055807,2.031752047,26.28112853,7.89995185,14.18264841,25.69086799,5.556506994,2.925205868,8.077199517,8.823310426,8.825163655,8.299218122,10.73670506,17.25919894,38.59737651,90.66731494,12.38283967,3.854420483,3.451385356
blaOXA_clust9,0,0,0,0,0,0,0.324355133,0,0,0,0,0,0.097699172,0,0,0,0.084238131,0.10975465,0,0,0,0,0,0,0,0.100201104,0,0,0.10267316,0,0,0,0,0,0,0,0,0,0,0.046006085,0,0,0.041634259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064287275,0.2913096,0,0,0,0.092750469,0,0,0,0,0,0,0,0,0.072138255,0,0,0,0
blaOXY-2,0,0,0.065762863,0,0,0,0,0,0,0,0.034092398,0,0,0,0,0,0,0,0,0.056941915,0,0,0,0,0,0,0,0,0,0,0,0,0.149456149,0.064213235,0,0,0,0,0,0,0,0,0,0,0.057362115,0,0.252124255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183600636,0,0,0,0,0,0.124476586,0.215859736,0,0,0,0,0,0,0.02337761
blaOXY-3,0,0,0,0.054555135,0,0,0,0,0.098021226,0,0.034210364,0,0,0,0,0,0,0,0,0,0,0,0,0.15090995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057759085,0,0,0,0.072013984,0,0,0,0,0,0,0,0,0,0,0.328522324,0.060950566,0,0,0,0,0.08793643,0.086677601,0.099410728,0.10674884,0,0,0,0.130981896,0,0,0,0,0,0
blaOXY_clust1,0.251295612,0.27263865,0.394126748,0.107989274,0.231835,0.166689107,0,0.835692479,0.874127576,0.283693344,0.881727332,0,0.183983321,0.724324034,0,0,0.158362372,0.102988952,1.311946734,0.169850043,0.12863744,0.055096977,0,0.398805278,0.263858854,0.094347431,0.039691997,0,0.096675072,0,0,0.151417484,0.372230841,0,0.497655958,0.073592731,0.268676019,0.064048405,0.183681899,0.043170093,0.072417444,0.384059003,0.039067764,0.100872614,0.286811929,0.068253538,0,0.142181181,0.143038085,0,0,0.324705403,0.709608087,0,0.635974292,0.324418024,0,0.541803452,0.14457124,0,0.181180384,0,0,0.229120459,0,0.087032974,0.258542469,0.197454986,0.423697619,0.233235803,0.37257718,1.294665583,0.519212993,0.328935577,0.033961996,0,0.172681588,0.169418306,0.302865122
blaPAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14040348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134240666,0,0,0,0,0,0,0,0.047554985,0,0,0.048904773,0,0,0
blaPER-2,0,0,0,0,0,0,0.143807939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037508295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068198952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blaPER-6,0.079111452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053440632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095159484,0.054020632,0,0,0,0,0,0,0,0.111633487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125981227,0,0,0
blaPER_clust1,0.514395306,0,0,0.051024058,0.043695732,0,0,0,0,0,0,0,0,1.138174327,0,0,0.373644306,0,0,0,0,0,0,0.094094877,0.062228665,0,0,0,0,0,0,0.238529961,0.210761566,0.060472658,0,0.345338057,0.168967292,0.180952291,0,0,1.023057927,0,0.66481036,0.333212339,0.108099603,0,0,0,0.067352885,0,0,1.019631978,0.223266973,0,0,0,0,0.102118361,0,0,0,0,0.174547417,0.216329276,0,0,0,0,0,0,0,0,0,0,0.159918138,0.062990614,0,0,0.021940152
blaPME-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139571183,0,0,0.060277585,0,0,0,0,0,0,0.203936866,0,0,0,0,0,0,0,0,0.096863857,0,0.609608208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blaRAHN-1,0,0,0,0,0,0,0,0,0,0,0.267210684,0,0,0,0,0,0,0,0,0,0,0.434819389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511040561,0,0,0,0,0.05639316,0,0,0,0,0,0,0,0,0,0,0,0.073234044,0,0,0,0,0,0.060737784,0,0,0,0,0,0,0,0,0,0.127884351,0,0,0,0,0,0
blaRAHN-2,0.165171883,0.067065736,0,0.10652996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434819389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.618295109,0,0.37757152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141475637,0,0,0.233718197,0,0,0,0
blaROB-1,0,0,0,0,0,2.699429535,0,0,0,0,0,0,0,0,3.33983571,0,0,0,0,0,0,0,0,0,0,0.089722557,0,0,0,0,0,0,0.070942619,0,0,0,0,0.121817555,0.175278152,0,0,0,0,0,0,0,1.198826115,0,0,0,0,0.10292949,7.327315609,0,0.235512683,2.313836525,0.070840775,0,0,0,0,0,0,0,0,0,0.654897428,1.126654921,0,0.055450669,0,0.068426125,0.061852562,0,0,0,0,0,0
blaSED1,0,0,0,0,0,0,0,0.164540609,0.095703157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097059799,0,0.057324002,0,0,0,0,0,0,0,0,0.02290374
blaSHV_clust,0.042587872,0.207506528,0.733706751,0.604097665,0.141135692,0.253953301,1.081169585,2.375805859,0.296112903,0,0.618584974,0.388445796,0.466368871,0,1.286932503,0.289384964,0.241267399,1.048198222,0.856738624,0.230148508,0.130430297,0,0.732671836,0.152138699,0.334994031,0.574308753,0,0,0,0,4.371933578,0.102703613,0.605377819,0.065108193,1.00918386,0.371809964,0.454553284,0.389646397,1.121945026,0.746677149,0.146853492,0.389411742,0,0.102633054,0.581413919,1.868771753,1.406456921,0.28931641,0.43509494,0.104626465,0,1.207182682,0.841335301,0.302626402,0.179360082,1.809721112,0,0.439784998,0.147089903,0.661623355,0,0,0.68906698,2.504414874,0,0.354196912,0.523689755,0.501217455,1.182608005,2.956907828,0.378634355,0.437736467,0.065947331,0,0.447900151,0.610609592,1.570379596,0.429448842,1.228920883
blaTEM_clust,0.894345319,1.175870328,2.800535587,1.263512135,0.564707261,53.67501329,3.096630886,9.165009317,1.283155914,1.443178683,1.653781578,0.775987179,0.652916419,2.941010734,15.33320763,10.12847373,1.125914526,1.152615032,0.570937273,0.690445523,1.826480205,1.737958509,9.524733863,2.684654716,2.478955833,1.147948538,0.282684467,1.627478112,0.490112297,6.778481974,5.729794791,0.667573483,2.7989137,0.390649159,11.35805082,0.297447971,3.092551675,3.507044638,8.970332743,2.415720188,0.734267461,3.699411549,0.755219346,1.485940344,12.5051479,4.429591572,6.390954553,0.433974615,0.43509494,0.941638187,0,11.52423314,7.091254678,3.631516829,5.452922779,2.138081695,0.906366989,0.989516246,1.02962932,0.910021285,0.552377773,0.695285979,1.378133961,15.66373976,0.93079765,0.265647684,2.793012026,2.602690637,1.935057147,0.946152624,1.766960324,2.772330958,0.791367969,4.677873762,3.615950897,0.881649112,3.664219056,6.2699531,13.08723515
blaTLA-1,0,0,0,0,0,14.96255228,14.38901152,0,0.179861171,0,0,0,0,0.893195852,0.090122551,0.527323712,0,0.095469124,0,0,0.118836493,0,6.230424202,0.276907782,0,0,0.036793851,0.370056396,0.178618704,0,1.098846141,0,0,0,0.229869657,0.067752038,0,0.059168527,0.34054041,0,0,0.177398682,0,0.093346922,0.052991668,0,0,0,0,0,0,0.799909183,6.570428063,0,0.032683393,0,0,0,0,0.075351549,0,0.126696556,0,0.106104359,0.508836049,0.080678185,1.510941923,5.198707708,0,0.700262732,0.459970624,3.323554658,2.643755213,0,0,0,0,0,0.193700199
blaVEB_clust,1.507468721,0.066171526,1.020639636,0.15766434,1.080158494,0,47.69534112,20.61803518,0.566562688,0.552256376,0.296603859,0.247453689,0.356927643,48.76849355,1.79794489,1.384224744,0.153874985,1.60388128,0.182065553,0.110087703,0.374334952,0.268138623,47.89638605,0.53304748,4.871259876,0.457585042,0.038633544,2.719914511,1.219072654,3.23954211,73.19345466,0.147379684,4.848218558,0.124573676,3.379083958,1.778490995,7.218609178,6.647584,39.68998475,0.882396701,0.280979682,1.1176117,0.418285522,1.421206888,1.057183777,3.773738104,2.078764484,2.352624606,0.069373471,8.607968052,0.090308106,17.00806901,4.024387188,1.73707555,0.377493186,4.72022651,0.216772772,1.157001033,0.773938039,0.158238253,0,6.252475049,0.059927946,15.82015999,3.205667107,0.169424189,1.001993064,0.861891015,0.308504148,0.282798411,0.362226866,2.093839434,1.261792261,0.63922959,7.28043314,0.908324649,0.500776604,15.44756116,10.68902262
blaVIM_clust,0.183111901,0,0,0,0,0,0,0,0.106097882,0,0,0,0,0,0,0,0,0.225264225,0,0,0,0,0,0.272240797,0,0,0,0,0.210729932,0,0,0,0,0,0,0,0,0.139611131,0,0,0,0.20929058,0,0.660770347,0,0,0.137393555,0,0,0,0,0,0,0,0,0,0,0,0.079053937,0,0,0,0,0.187768951,0,0.095182129,0,0.107601874,0,0,0,0.078420953,0,0.359117747,0,0.07289925,0.562670342,0,0
blaZ_clust,0,0,0,0,0,0.086152006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248554157,0,0,0,0,0,0,0,0,0,0,0.066262594,0,0,0,0,0,0,0,0,0,0,0,0.070431842,0,0,0,0.319444633,0,0,0.122321799,0,0.036508045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13804326,0,0.087412637,0
blaZEG-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049434478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat(pC194),0.225303583,0,0,0,0,0,0,0,0.130544398,0,0.956786642,0.342101874,0.123362088,0,1.569876693,0,0.212730394,0,1.13266588,1.445852318,2.070055033,0,0,0,0.886113245,3.036509036,0.106820858,0,0.388927823,0,0.099693702,0,0,0.086110836,0,0,2.8856802,0,0,0,0.097112793,7.725426495,0.841127149,0.474262588,0,0,0.338102112,0,0.191816049,1.383769379,0,0.145144811,0,1.801115202,0,0,1.098848151,0.290825563,0.486345647,1.750100489,0.324695179,0.551743067,0,0,0,0.23422699,0.461747956,0,0.071083905,0.078193109,0,0.096490297,0.087220663,0,0,0.269088935,0.230772629,0.908769163,0.031241968
cat(pC221),0.056586664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097562389,0,0,0,0,0,0,0,0,0,0,0,0.319395809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113075062,0
cat_2,0.587630739,0,0.092004775,1.667603599,0.194740113,0.350406718,5.340943896,0.468307886,0.136192954,0.39826181,0.332728688,0.17845218,0.772199227,1.014507308,2.183738733,2.395773595,0.776772762,1.156645154,0.919080915,1.032072214,0.719874907,0.07734768,6.065677408,1.74731473,0.277336405,1.451952538,0,0,0.270504287,0,0.208014744,0.425133705,0.208735013,0.089836786,0.348119913,2.052104995,1.254392234,0.627243278,4.641500295,0.060604169,3.140758462,2.686566585,0.274225648,1.20161723,0.240755415,0.85940392,4.056412596,0.798402016,0.300173673,1.154915213,0,2.422801853,10.61376841,1.043915595,0.148489453,0.907735867,0.937959108,0.455114043,3.247292471,1.369369493,0.931547346,0.959360942,0.086434538,1.285495123,0.256864351,0.244361812,0.240863717,1.10498848,0.889915812,0.489458788,0.348295064,0.603992145,0.363978537,2.996388704,0.047514139,1.029351422,0.481515966,0.948090906,0.391125401
cat_3,0,0,0,0,0,0,0,0,0,0,0.045561269,0.171050937,0,0,0.130823058,0,0,0,0,0.07609749,0,0,0.323005863,0,0.177222649,0,0,0,0,0,0,0.067916905,0.1000389,0,0,0,0,0,7.662159218,0,0,0,0,0,0,0,0.169051056,0,0,0,0,0,0,0,0,0,0,0,0.097269129,0,0,0,0,0.077011229,0,0,0.115436989,0,0,0,0,0,0,0,0.546522078,0.089696312,0,0.113596145,0.24993574
